Buy,Sell,Sharpe,MaxDD,Turnover,AvgHoldingCount,UnderfillMonths,ROE,ProfitGrowth,EP,Pass
30,70,0.41356167997695886,-0.3009438831391965,0.28883791052064217,41.46478873239437,69,0.6526211778709644,0.10736063620243178,0.38263926294484985,True
35,75,0.4132216556747694,-0.31293057197984,0.2804255710975087,46.436619718309856,52,0.6483888113293236,0.10780397290587979,0.38492926160788965,True
40,80,0.417429687295381,-0.2949653140162901,0.2576757024998449,49.19718309859155,17,0.6473849950741212,0.10750925858731468,0.37060011508094964,True
